height;lenght;area;eccen;p_black;p_and;mean_tr;blackpix;blackand;wb_trans;Class
9;17;153;1889;.235;.647;1.44;36;99;25;Text
10;33;330;3300;.182;.564;1.40;60;186;43;Text
7;14;98;2000;.306;.959;1.30;30;94;23;Text
7;18;126;2571;.278;.976;1.35;35;123;26;Text
7;5;35;.714;.257;1.00;1.13;9;35;8;Text
7;41;287;5857;.328;.774;1.42;94;222;66;Text
9;20;180;2222;.294;.578;1.51;53;104;35;Text
7;6;42;.857;.381;1.00;2.29;16;42;7;Text
7;4;28;.571;.250;.857;1.75;7;24;4;Text
7;14;98;2000;.408;.980;1.74;40;96;23;Text
8;15;120;1875;.267;.908;1.23;32;109;26;Text
7;21;147;3000;.320;.714;1.68;47;105;28;Text
9;72;648;8000;.241;.548;1.61;156;355;97;Text
7;21;147;3000;.279;.748;1.52;41;110;27;Text
7;38;266;5429;.338;.729;1.55;90;194;58;Text
7;11;77;1571;.364;.935;1.40;28;72;20;Text
7;32;224;4571;.308;.777;1.25;69;174;55;Text
7;36;252;5143;.302;.873;1.36;76;220;56;Text
10;63;630;6300;.184;.617;1.40;116;389;83;Text
7;43;301;6143;.292;.850;1.33;88;256;66;Text
7;24;168;3429;.280;.607;1.38;47;102;34;Text
9;19;171;2111;.292;.684;1.52;50;117;33;Text
7;30;210;4286;.338;.762;1.54;71;160;46;Text
7;7;49;1000;.306;.898;1.36;15;44;11;Text
6;11;66;1833;.348;1.00;1.53;23;66;15;Text
9;28;252;3111;.250;.770;1.47;63;194;43;Text
7;20;140;2857;.229;.864;1.19;32;121;27;Text
7;14;98;2000;.265;.827;1.18;26;81;22;Text
6;11;66;1833;.364;.833;1.60;24;55;15;Text
6;19;114;3167;.307;.904;1.59;35;103;22;Text
7;32;224;4571;.272;.862;1.53;61;193;40;Text
6;10;60;1667;.317;.850;1.19;19;51;16;Text
6;14;84;2333;.274;1.00;1.28;23;84;18;Text
9;24;216;2667;.213;.468;1.28;46;101;36;Text
6;24;144;4000;.292;.778;1.35;42;112;31;Text
6;11;66;1833;.303;.970;1.33;20;64;15;Text
5;8;40;1600;.350;.975;1.00;14;39;14;Text
7;20;140;2857;.329;1.00;1.48;46;140;31;Text
7;4;28;.571;.393;.679;3.67;11;19;3;Text
7;51;357;7286;.325;.871;1.66;116;311;70;Text
7;11;77;1571;.416;.961;1.60;32;74;20;Text
8;44;352;5500;.284;.673;1.43;100;237;70;Text
6;24;144;4000;.264;.764;1.46;38;110;26;Text
7;38;266;5429;.286;.748;1.69;76;199;45;Text
7;4;28;.571;.250;.893;1.75;7;25;4;Text
7;25;175;3571;.189;.806;1.22;33;141;27;Text
7;22;154;3143;.325;.805;1.32;50;124;38;Text
7;21;147;3000;.388;.912;1.84;57;134;31;Text
8;27;216;3375;.282;.870;1.36;61;188;45;Text
7;13;91;1857;.330;.835;1.58;30;76;19;Text
7;8;56;1143;.393;1.00;1.69;22;56;13;Text
7;33;231;4714;.351;.987;1.53;81;228;53;Text
9;9;81;1000;.272;.753;1.38;22;61;16;Text
9;11;99;1222;.253;.778;1.92;25;77;13;Text
7;40;280;5714;.311;.939;1.43;87;263;61;Text
7;11;77;1571;.299;1.00;1.77;23;77;13;Text
10;31;310;3100;.197;.652;1.30;61;202;47;Text
10;38;380;3800;.187;.463;1.37;71;176;52;Text
9;43;387;4778;.274;.605;1.68;106;234;63;Text
7;7;49;1000;.286;1.00;1.27;14;49;11;Text
7;21;147;3000;.306;.741;1.67;45;109;27;Text
7;11;77;1571;.377;.974;1.61;29;75;18;Text
6;14;84;2333;.286;1.00;1.20;24;84;20;Text
6;13;78;2167;.333;.910;1.37;26;71;19;Text
6;10;60;1667;.400;.967;1.50;24;58;16;Text
5;6;30;1200;.433;.967;1.63;13;29;8;Text
5;12;60;2400;.483;1.00;1.38;29;60;21;Text
10;49;490;4900;.165;.649;1.35;81;318;60;Text
6;13;78;2167;.333;.846;1.37;26;66;19;Text
6;11;66;1833;.394;.955;1.53;26;63;17;Text
6;13;78;2167;.308;1.00;1.41;24;78;17;Text
8;16;128;2000;.211;.672;1.42;27;86;19;Text
6;11;66;1833;.333;.788;1.47;22;52;15;Text
6;30;180;5000;.311;.800;1.22;56;144;46;Text
4;20;80;5000;.388;.925;1.41;31;74;22;Text
4;22;88;5500;.432;.977;1.46;38;86;26;Text
5;21;105;4200;.333;.790;1.46;35;83;24;Text
9;29;261;3222;.230;.613;1.30;60;160;46;Text
7;34;238;4857;.286;.756;1.36;68;180;50;Text
7;6;42;.857;.452;.976;1.73;19;41;11;Text
7;41;287;5857;.341;.721;1.58;98;207;62;Text
7;46;322;6571;.354;.994;1.46;114;320;78;Text
8;8;64;1000;.219;.875;1.56;14;56;9;Text
7;14;98;2000;.347;1.00;2.00;34;98;17;Text
5;20;100;4000;.490;.990;1.58;49;99;31;Text
9;20;180;2222;.233;.500;1.62;42;90;26;Text
8;7;56;.875;.268;.786;1.67;15;44;9;Text
8;17;136;2125;.199;.603;3.00;27;82;9;Text
8;19;152;2375;.178;.724;1.50;27;110;18;Text
8;19;152;2375;.184;.849;1.47;28;129;19;Text
7;14;98;2000;.327;.847;1.45;32;83;22;Text
7;16;112;2286;.259;1.00;2.07;29;112;14;Text
7;14;98;2000;.316;.847;1.48;31;83;21;Text
7;11;77;1571;.364;.896;1.47;28;69;19;Text
7;33;231;4714;.264;.844;1.20;61;195;51;Text
7;36;252;5143;.278;.937;1.25;70;236;56;Text
10;251;2510;25100;.179;.515;1.37;449;1293;327;Text
7;6;42;.857;.333;.643;1.75;14;27;8;Text
7;19;133;2714;.203;.406;2.25;27;54;12;Text
6;15;90;2500;.267;.833;2.00;24;75;12;Text
6;6;36;1000;.417;1.00;1.88;15;36;8;Text
7;17;119;2429;.311;.908;1.54;37;108;24;Text
7;20;140;2857;.250;.657;1.46;35;92;24;Text
7;24;168;3429;.268;.708;1.61;45;119;28;Text
7;19;133;2714;.278;.662;1.37;37;88;27;Text
6;7;42;1167;.286;.857;1.50;12;36;8;Text
7;11;77;1571;.325;.831;1.47;25;64;17;Text
7;42;294;6000;.235;.571;1.33;69;168;52;Text
5;14;70;2800;.386;.857;1.69;27;60;16;Text
7;22;154;3143;.247;.883;1.19;38;136;32;Text
8;4;32;.500;.250;.344;8.00;8;11;1;Text
7;11;77;1571;.312;1.00;1.33;24;77;18;Text
7;34;238;4857;.298;.937;1.31;71;223;54;Text
7;6;42;.857;.333;1.00;1.40;14;42;10;Text
9;45;405;5000;.259;.805;1.40;105;326;75;Text
7;16;112;2286;.313;.973;1.75;35;109;20;Text
7;11;77;1571;.390;.766;1.76;30;59;17;Text
7;74;518;10571;.276;.683;1.57;143;354;91;Text
7;31;217;4429;.286;.673;1.55;62;146;40;Text
7;11;77;1571;.403;.961;1.55;31;74;20;Text
8;47;376;5875;.266;.604;1.56;100;227;64;Text
7;56;392;8000;.319;.829;1.45;125;325;86;Text
7;24;168;3429;.196;.762;1.38;33;128;24;Text
8;40;320;5000;.213;.659;1.24;68;211;55;Text
6;27;162;4500;.241;.988;1.11;39;160;35;Text
6;44;264;7333;.254;.689;1.68;67;182;40;Text
9;26;234;2889;.175;.517;1.37;41;121;30;Text
7;20;140;2857;.307;.850;1.48;43;119;29;Text
6;19;114;3167;.333;.930;1.27;38;106;30;Text
6;25;150;4167;.313;1.00;1.38;47;150;34;Text
6;11;66;1833;.333;.970;1.57;22;64;14;Text
7;16;112;2286;.259;.768;2.07;29;86;14;Text
5;33;165;6600;.376;.903;1.44;62;149;43;Text
10;37;370;3700;.154;.457;1.39;57;169;41;Text
10;11;110;1100;.200;.545;2.20;22;60;10;Text
9;17;153;1889;.229;.582;1.67;35;89;21;Text
9;5;45;.556;.244;.622;1.83;11;28;6;Text
7;26;182;3714;.192;.626;1.52;35;114;23;Text
7;21;147;3000;.259;.837;1.46;38;123;26;Text
7;11;77;1571;.416;.818;2.00;32;63;16;Text
7;86;602;12286;.294;.701;1.69;177;422;105;Text
7;33;231;4714;.346;.879;1.36;80;203;59;Text
7;9;63;1286;.349;.746;1.69;22;47;13;Text
9;11;99;1222;.222;.737;1.29;22;73;17;Text
9;22;198;2444;.212;.763;1.62;42;151;26;Text
7;47;329;6714;.286;.717;1.40;94;236;67;Text
7;11;77;1571;.299;.649;1.77;23;50;13;Text
7;19;133;2714;.331;.729;1.69;44;97;26;Text
7;25;175;3571;.303;.709;1.51;53;124;35;Text
7;207;1449;29571;.249;.771;1.29;361;1117;279;Text
7;51;357;7286;.283;.910;1.35;101;325;75;Text
6;26;156;4333;.288;.679;1.41;45;106;32;Text
9;28;252;3111;.258;.607;1.51;65;153;43;Text
6;13;78;2167;.359;.782;1.33;28;61;21;Text
6;11;66;1833;.318;.712;1.31;21;47;16;Text
8;30;240;3750;.242;.667;1.35;58;160;43;Text
6;12;72;2000;.361;.903;1.44;26;65;18;Text
4;11;44;2750;.432;1.00;1.36;19;44;14;Text
7;20;140;2857;.357;.700;1.85;50;98;27;Text
7;43;301;6143;.319;.801;1.41;96;241;68;Text
7;19;133;2714;.338;.827;1.67;45;110;27;Text
7;41;287;5857;.307;.808;1.52;88;232;58;Text
7;11;77;1571;.416;.974;1.52;32;75;21;Text
7;15;105;2143;.343;1.00;1.64;36;105;22;Text
9;65;585;7222;.265;.730;1.67;155;427;93;Text
7;11;77;1571;.377;.961;1.45;29;74;20;Text
9;44;396;4889;.240;.775;1.42;95;307;67;Text
7;7;49;1000;.306;.959;1.67;15;47;9;Text
7;23;161;3286;.273;.839;1.47;44;135;30;Text
7;7;49;1000;.327;1.00;2.00;16;49;8;Text
6;11;66;1833;.379;.818;1.67;25;54;15;Text
4;6;24;1500;.542;1.00;1.63;13;24;8;Text
4;4;16;1000;.563;.938;4.50;9;15;2;Text
5;17;85;3400;.388;.859;1.83;33;73;18;Text
5;40;200;8000;.440;.935;1.40;88;187;63;Text
6;38;228;6333;.377;.833;1.51;86;190;57;Text
7;19;133;2714;.398;1.00;1.71;53;133;31;Text
7;18;126;2571;.238;.714;1.15;30;90;26;Text
7;23;161;3286;.280;.783;1.29;45;126;35;Text
7;7;49;1000;.347;1.00;1.42;17;49;12;Text
9;41;369;4556;.263;.743;1.41;97;274;69;Text
9;24;216;2667;.287;.912;1.72;62;197;36;Text
9;39;351;4333;.259;.695;1.49;91;244;61;Text
9;52;468;5778;.306;.718;1.66;143;336;86;Text
9;26;234;2889;.291;.795;1.74;68;186;39;Text
7;45;315;6429;.254;.708;1.29;80;223;62;Text
5;8;40;1600;.550;.950;1.83;22;38;12;Text
5;12;60;2400;.550;.983;2.20;33;59;15;Text
5;9;45;1800;.333;1.00;1.88;15;45;8;Text
8;48;384;6000;.221;.557;1.37;85;214;62;Text
5;43;215;8600;.456;1.00;1.42;98;215;69;Text
6;40;240;6667;.296;.729;1.37;71;175;52;Text
7;17;119;2429;.336;.874;1.74;40;104;23;Text
9;34;306;3778;.209;.493;1.42;64;151;45;Text
7;59;413;8429;.228;.659;1.24;94;272;76;Text
9;91;819;10111;.206;.731;1.37;169;599;123;Text
9;103;927;11444;.243;.663;1.42;225;615;159;Text
5;13;65;2600;.431;.923;1.87;28;60;15;Text
6;13;78;2167;.308;.974;1.41;24;76;17;Text
5;32;160;6400;.406;1.00;1.41;65;160;46;Text
5;28;140;5600;.321;.950;1.45;45;133;31;Text
5;6;30;1200;.433;1.00;1.63;13;30;8;Text
5;3;15;.600;.533;1.00;2.67;8;15;3;Text
7;23;161;3286;.329;.938;1.39;53;151;38;Text
7;5;35;.714;.429;.886;2.50;15;31;6;Text
6;13;78;2167;.359;.885;1.65;28;69;17;Text
6;12;72;2000;.375;.944;1.50;27;68;18;Text
9;18;162;2000;.259;.710;1.56;42;115;27;Text
7;10;70;1429;.300;.771;1.50;21;54;14;Text
7;11;77;1571;.364;.948;1.47;28;73;19;Text
9;30;270;3333;.285;.600;1.51;77;162;51;Text
7;33;231;4714;.364;.753;1.68;84;174;50;Text
7;44;308;6286;.169;.455;1.58;52;140;33;Text
9;157;1413;17444;.222;.540;1.58;313;763;198;Text
7;11;77;1571;.364;.909;1.75;28;70;16;Text
6;19;114;3167;.289;.789;1.38;33;90;24;Text
6;18;108;3000;.315;1.00;1.62;34;108;21;Text
6;16;96;2667;.354;1.00;1.48;34;96;23;Text
5;7;35;1400;.400;.943;1.75;14;33;8;Text
5;4;20;.800;.450;.800;3.00;9;16;3;Text
7;26;182;3714;.374;.846;1.66;68;154;41;Text
7;35;245;5000;.269;.939;1.32;66;230;50;Text
7;37;259;5286;.282;.772;1.35;73;200;54;Text
9;48;432;5333;.257;.738;1.41;111;319;79;Text
9;86;774;9556;.211;.517;1.29;163;400;126;Text
5;4;20;.800;.600;1.00;2.40;12;20;5;Text
5;27;135;5400;.304;.889;1.41;41;120;29;Text
7;15;105;2143;.371;.829;1.77;39;87;22;Text
7;26;182;3714;.346;.725;1.50;63;132;42;Text
7;20;140;2857;.250;.593;1.35;35;83;26;Text
7;17;119;2429;.361;.782;1.65;43;93;26;Text
9;82;738;9111;.245;.562;1.48;181;415;122;Text
7;65;455;9286;.284;.846;1.57;129;385;82;Text
9;92;828;10222;.240;.641;1.54;199;531;129;Text
9;48;432;5333;.227;.657;1.42;98;284;69;Text
7;52;364;7429;.266;.959;1.21;97;349;80;Text
5;43;215;8600;.372;.888;1.45;80;191;55;Text
5;4;20;.800;.500;.700;10.00;10;14;1;Text
9;20;180;2222;.261;.617;1.68;47;111;28;Text
6;14;84;2333;.298;.619;1.79;25;52;14;Text
7;11;77;1571;.299;1.00;1.21;23;77;19;Text
7;13;91;1857;.374;.901;1.70;34;82;20;Text
7;30;210;4286;.324;.948;1.55;68;199;44;Text
7;31;217;4429;.281;.682;1.56;61;148;39;Text
10;262;2620;26200;.185;.655;1.31;484;1715;369;Text
7;36;252;5143;.262;.671;1.27;66;169;52;Text
7;18;126;2571;.357;1.00;1.55;45;126;29;Text
7;11;77;1571;.377;1.00;1.53;29;77;19;Text
7;25;175;3571;.371;1.00;1.63;65;175;40;Text
7;33;231;4714;.351;.957;1.45;81;221;56;Text
9;17;153;1889;.307;.987;1.38;47;151;34;Text
8;6;48;.750;.375;1.00;1.64;18;48;11;Text
7;13;91;1857;.308;.824;1.33;28;75;21;Text
7;18;126;2571;.254;.841;1.39;32;106;23;Text
7;38;266;5429;.252;.628;1.40;67;167;48;Text
9;262;2358;29111;.209;.703;1.38;492;1657;356;Text
6;19;114;3167;.316;.886;1.80;36;101;20;Text
5;32;160;6400;.413;.994;1.35;66;159;49;Text
5;23;115;4600;.322;1.00;1.32;37;115;28;Text
5;5;25;1000;.280;.720;1.75;7;18;4;Text
8;41;328;5125;.210;.662;1.44;69;217;48;Text
7;10;70;1429;.329;.814;1.28;23;57;18;Text
7;54;378;7714;.286;.878;1.40;108;332;77;Text
9;16;144;1778;.174;.819;1.32;25;118;19;Text
6;8;48;1333;.313;.875;1.07;15;42;14;Text
7;11;77;1571;.299;.987;1.35;23;76;17;Text
7;18;126;2571;.302;.984;1.36;38;124;28;Text
9;53;477;5889;.252;.677;1.54;120;323;78;Text
7;53;371;7571;.299;.927;1.29;111;344;86;Text
9;107;963;11889;.217;.842;1.34;209;811;156;Text
8;17;136;2125;.228;.882;1.24;31;120;25;Text
8;32;256;4000;.207;.797;1.23;53;204;43;Text
6;33;198;5500;.303;.874;1.46;60;173;41;Text
9;16;144;1778;.208;.715;1.50;30;103;20;Text
9;11;99;1222;.283;.939;1.56;28;93;18;Text
9;25;225;2778;.249;.911;1.51;56;205;37;Text
9;14;126;1556;.238;.897;1.36;30;113;22;Text
7;14;98;2000;.337;.898;1.94;33;88;17;Text
7;10;70;1429;.314;1.00;1.29;22;70;17;Text
9;50;450;5556;.220;.691;1.32;99;311;75;Text
9;16;144;1778;.215;.764;1.55;31;110;20;Text
7;23;161;3286;.280;.826;1.45;45;133;31;Text
9;16;144;1778;.278;.917;1.48;40;132;27;Text
9;18;162;2000;.241;.981;1.44;39;159;27;Text
6;31;186;5167;.263;.812;1.40;49;151;35;Text
6;68;408;11333;.257;.672;1.15;105;274;91;Text
7;23;161;3286;.323;.839;1.68;52;135;31;Text
8;41;328;5125;.293;.872;1.43;96;286;67;Text
7;47;329;6714;.258;.763;1.29;85;251;66;Text
6;20;120;3333;.333;.942;1.21;40;113;33;Text
9;13;117;1444;.308;.880;1.71;36;103;21;Text
9;55;495;6111;.255;.697;1.38;126;345;91;Text
6;37;222;6167;.306;.811;1.42;68;180;48;Text
7;9;63;1286;.302;.841;1.73;19;53;11;Text
7;16;112;2286;.250;1.00;1.56;28;112;18;Text
7;17;119;2429;.269;.899;1.52;32;107;21;Text
7;11;77;1571;.338;.883;1.63;26;68;16;Text
7;25;175;3571;.331;.891;1.41;58;156;41;Text
7;7;49;1000;.388;.939;1.90;19;46;10;Text
7;14;98;2000;.367;.786;1.57;36;77;23;Text
7;35;245;5000;.347;.771;1.52;85;189;56;Text
6;23;138;3833;.283;.891;1.11;39;123;35;Text
6;58;348;9667;.276;.744;1.17;96;259;82;Text
5;11;55;2200;.436;.891;1.71;24;49;14;Text
7;47;329;6714;.322;.833;1.74;106;274;61;Text
5;7;35;1400;.457;1.00;1.45;16;35;11;Text
7;40;280;5714;.339;.936;1.44;95;262;66;Text
8;8;64;1000;.234;.953;2.50;15;61;6;Text
7;11;77;1571;.234;.675;1.29;18;52;14;Text
7;13;91;1857;.286;.868;1.37;26;79;19;Text
9;41;369;4556;.201;.653;1.30;74;241;57;Text
7;18;126;2571;.214;.929;1.13;27;117;24;Text
7;10;70;1429;.286;.700;1.25;20;49;16;Text
7;41;287;5857;.321;.725;1.48;92;208;62;Text
7;45;315;6429;.238;.670;1.15;75;211;65;Text
9;201;1809;22333;.152;.456;1.27;275;825;216;Text
9;202;1818;22444;.087;.254;1.30;158;462;122;Text
5;9;45;1800;.444;.956;1.43;20;43;14;Text
7;10;70;1429;.343;.786;1.33;24;55;18;Text
9;19;171;2111;.275;.643;1.52;47;110;31;Text
8;19;152;2375;.309;.980;1.52;47;149;31;Text
9;42;378;4667;.198;.563;1.15;75;213;65;Text
6;17;102;2833;.294;.863;1.15;30;88;26;Text
6;7;42;1167;.262;.929;1.38;11;39;8;Text
6;29;174;4833;.305;.966;1.26;53;168;42;Text
9;184;1656;20444;.206;.659;1.36;341;1091;251;Text
9;35;315;3889;.260;.924;1.37;82;291;60;Text
6;5;30;.833;.367;.867;2.75;11;26;4;Text
6;5;30;.833;.333;.833;1.67;10;25;6;Text
5;32;160;6400;.419;.981;1.31;67;157;51;Text
5;11;55;2200;.400;.927;1.57;22;51;14;Text
5;33;165;6600;.315;.909;1.27;52;150;41;Text
9;42;378;4667;.235;.603;1.37;89;228;65;Text
9;7;63;.778;.286;.778;2.00;18;49;9;Text
9;39;351;4333;.256;.698;1.64;90;245;55;Text
7;8;56;1143;.321;.786;1.38;18;44;13;Text
7;4;28;.571;.321;.679;9.00;9;19;1;Text
7;31;217;4429;.313;.710;1.51;68;154;45;Text
8;54;432;6750;.183;.734;1.34;79;317;59;Text
7;18;126;2571;.270;.881;1.36;34;111;25;Text
7;11;77;1571;.221;.922;1.21;17;71;14;Text
7;54;378;7714;.304;.876;1.26;115;331;91;Text
7;13;91;1857;.407;.978;1.76;37;89;21;Text
7;23;161;3286;.447;1.00;1.95;72;161;37;Text
7;31;217;4429;.304;.843;1.32;66;183;50;Text
7;23;161;3286;.298;.876;1.45;48;141;33;Text
6;10;60;1667;.267;.550;1.78;16;33;9;Text
6;20;120;3333;.258;.975;1.29;31;117;24;Text
5;3;15;.600;.600;.933;3.00;9;14;3;Text
5;10;50;2000;.360;1.00;1.29;18;50;14;Text
7;21;147;3000;.286;.857;1.35;42;126;31;Text
7;29;203;4143;.281;.783;1.33;57;159;43;Text
7;13;91;1857;.275;.824;1.32;25;75;19;Text
9;53;477;5889;.218;.591;1.24;104;282;84;Text
9;44;396;4889;.258;.604;1.38;102;239;74;Text
8;10;80;1250;.288;.813;1.64;23;65;14;Text
7;19;133;2714;.263;.662;1.35;35;88;26;Text
6;20;120;3333;.367;.967;1.38;44;116;32;Text
7;7;49;1000;.306;.592;2.14;15;29;7;Text
9;29;261;3222;.188;.502;1.48;49;131;33;Text
5;4;20;.800;.450;.750;2.25;9;15;4;Text
6;44;264;7333;.265;.811;1.23;70;214;57;Text
5;6;30;1200;.433;.900;1.63;13;27;8;Text
5;43;215;8600;.330;.819;1.16;71;176;61;Text
8;398;3184;49750;.279;.664;1.70;887;2113;521;Text
6;10;60;1667;.450;.850;1.93;27;51;14;Text
1;65;65;65000;.646;1.00;3.00;42;65;14;horiz_line
10;39;390;3900;.285;.546;1.91;111;213;58;Text
8;15;120;1875;.467;.783;2.24;56;94;25;Text
8;20;160;2500;.375;.725;1.88;60;116;32;Text
8;19;152;2375;.382;.724;1.93;58;110;30;Text
8;46;368;5750;.340;.611;1.79;125;225;70;Text
8;9;72;1125;.361;.792;1.53;26;57;17;Text
8;48;384;6000;.341;.737;1.96;131;283;67;Text
7;12;84;1714;.417;.738;1.84;35;62;19;Text
6;7;42;1167;.524;1.00;2.00;22;42;11;Text
7;8;56;1143;.464;.768;2.17;26;43;12;Text
8;9;72;1125;.319;.639;2.09;23;46;11;Text
7;9;63;1286;.429;.683;2.45;27;43;11;Text
9;6;54;.667;.407;.519;5.50;22;28;4;picture
11;25;275;2273;.276;.629;1.90;76;173;40;Text
8;8;64;1000;.516;1.00;2.54;33;64;13;Text
8;10;80;1250;.350;1.00;2.00;28;80;14;Text
9;36;324;4000;.349;.707;1.82;113;229;62;Text
8;12;96;1500;.406;.885;2.17;39;85;18;Text
7;17;119;2429;.429;.908;1.89;51;108;27;Text
9;35;315;3889;.362;.825;1.97;114;260;58;Text
7;34;238;4857;.462;.941;2.34;110;224;47;Text
8;28;224;3500;.393;.759;2.20;88;170;40;Text
5;7;35;1400;.543;1.00;2.11;19;35;9;Text
10;12;120;1200;.208;.583;1.67;25;70;15;picture
24;18;432;.750;.139;.377;2.07;60;163;29;picture
8;9;72;1125;.375;.889;1.80;27;64;15;Text
8;10;80;1250;.475;.888;2.92;38;71;13;Text
8;13;104;1625;.442;.981;2.00;46;102;23;Text
8;43;344;5375;.398;.945;1.69;137;325;81;Text
10;29;290;2900;.307;.855;1.85;89;248;48;Text
10;12;120;1200;.333;.867;1.82;40;104;22;Text
10;33;330;3300;.321;.852;2.47;106;281;43;Text
8;12;96;1500;.427;1.00;1.64;41;96;25;Text
8;18;144;2250;.424;.889;2.03;61;128;30;Text
10;25;250;2500;.320;.648;2.00;80;162;40;Text
8;6;48;.750;.458;.833;2.75;22;40;8;Text
14;17;238;1214;.113;.387;1.80;27;92;15;picture
22;22;484;1000;.107;.473;1.79;52;229;29;picture
16;4;64;.250;.156;.531;5.00;10;34;2;picture
12;271;3252;22583;.248;.559;1.86;805;1818;433;Text
8;1;8;.125;.875;1.00;7.00;7;8;1;vert_line
16;21;336;1313;.095;.515;1.60;32;173;20;picture
8;9;72;1125;.458;1.00;3.00;33;72;11;Text
8;43;344;5375;.398;.939;2.40;137;323;57;Text
13;5;65;.385;.123;.538;8.00;8;35;1;picture
8;26;208;3250;.423;.851;2.44;88;177;36;Text
8;16;128;2000;.477;.875;2.44;61;112;25;Text
8;10;80;1250;.450;.988;1.71;36;79;21;Text
8;13;104;1625;.423;.990;1.76;44;103;25;Text
8;16;128;2000;.383;.867;1.96;49;111;25;Text
9;37;333;4111;.300;.694;2.00;100;231;50;Text
8;30;240;3750;.450;.788;2.30;108;189;47;Text
7;11;77;1571;.117;.494;1.80;9;38;5;picture
6;8;48;1333;.542;.938;2.00;26;45;13;Text
36;48;1728;1333;.143;.437;3.58;247;755;69;picture
55;48;2640;.873;.142;.364;4.26;375;960;88;picture
12;271;3252;22583;.246;.615;1.95;799;1999;410;Text
53;48;2544;.906;.181;.374;4.69;460;951;98;picture
8;9;72;1125;.431;.903;2.07;31;65;15;Text
8;25;200;3125;.385;.615;2.75;77;123;28;Text
11;42;462;3818;.292;.760;1.93;135;351;70;Text
8;7;56;.875;.375;1.00;2.10;21;56;10;Text
8;19;152;2375;.388;1.00;1.74;59;152;34;Text
8;35;280;4375;.443;.996;2.14;124;279;58;Text
8;20;160;2500;.506;1.00;2.45;81;160;33;Text
8;13;104;1625;.490;.933;2.32;51;97;22;Text
10;23;230;2300;.361;.774;2.44;83;178;34;Text
8;30;240;3750;.433;1.00;2.12;104;240;49;Text
29;48;1392;1655;.116;.268;5.06;162;373;32;picture
11;57;627;5182;.295;.719;2.47;185;451;75;Text
9;59;531;6556;.348;.829;2.26;185;440;82;Text
8;4;32;.500;.469;.875;5.00;15;28;3;Text
10;79;790;7900;.324;.671;2.19;256;530;117;Text
8;36;288;4500;.458;.958;2.06;132;276;64;Text
10;11;110;1100;.473;1.00;2.48;52;110;21;Text
27;4;108;.148;.333;.667;2.57;36;72;14;vert_line
11;32;352;2909;.301;.895;1.89;106;315;56;Text
9;27;243;3000;.333;.918;1.69;81;223;48;Text
9;12;108;1333;.370;1.00;2.00;40;108;20;Text
9;17;153;1889;.392;.935;2.22;60;143;27;Text
11;34;374;3091;.324;.872;2.47;121;326;49;Text
10;60;600;6000;.365;.788;2.35;219;473;93;Text
8;12;96;1500;.417;.938;2.00;40;90;20;Text
10;42;420;4200;.355;.862;2.13;149;362;70;Text
8;9;72;1125;.389;.736;2.15;28;53;13;Text
8;36;288;4500;.458;.875;2.03;132;252;65;Text
9;23;207;2556;.386;.894;2.42;80;185;33;Text
8;13;104;1625;.529;.798;2.89;55;83;19;Text
10;29;290;2900;.383;.834;2.47;111;242;45;Text
8;22;176;2750;.398;.784;1.94;70;138;36;Text
8;19;152;2375;.401;.980;1.97;61;149;31;Text
7;16;112;2286;.446;.946;2.00;50;106;25;Text
9;39;351;4333;.368;.729;2.58;129;256;50;Text
6;16;96;2667;.490;.938;2.14;47;90;22;Text
21;4;84;.190;.310;.643;3.71;26;54;7;picture
19;47;893;2474;.078;.112;3.89;70;100;18;picture
12;271;3252;22583;.238;.571;1.98;773;1857;391;Text
7;46;322;6571;.177;.304;8.14;57;98;7;horiz_line
2;9;18;4500;.556;.556;10.00;10;10;1;horiz_line
2;46;92;23000;.511;.554;47.00;47;51;1;horiz_line
11;15;165;1364;.358;.752;2.19;59;124;27;Text
11;94;1034;8545;.280;.675;2.03;290;698;143;Text
8;141;1128;17625;.371;.977;1.84;418;1102;227;Text
1;127;127;127.00;.646;1.00;13.67;82;127;6;horiz_line
1;13;13;13000;.846;1.00;5.50;11;13;2;horiz_line
11;22;242;2000;.277;.731;1.86;67;177;36;Text
9;16;144;1778;.375;1.00;2.08;54;144;26;Text
9;15;135;1667;.378;.963;2.43;51;130;21;Text
11;46;506;4182;.283;.840;1.81;143;425;79;Text
8;9;72;1125;.403;.722;1.93;29;52;15;Text
11;19;209;1727;.378;.900;1.93;79;188;41;Text
11;32;352;2909;.335;.994;2.27;118;350;52;Text
10;33;330;3300;.391;.982;2.05;129;324;63;Text
10;4;40;.400;.350;.900;1.75;14;36;8;Text
10;17;170;1700;.382;1.00;2.41;65;170;27;Text
10;6;60;.600;.433;1.00;2.60;26;60;10;Text
3;129;387;43000;.305;.377;11.80;118;146;10;horiz_line
5;7;35;1400;.200;.314;7.00;7;11;1;horiz_line
21;13;273;.619;.168;.308;2.30;46;84;20;Text
8;9;72;1125;.319;.667;2.30;23;48;10;Text
19;13;247;.684;.215;.551;1.51;53;136;35;Text
13;5;65;.385;.323;.554;5.25;21;36;4;picture
9;91;819;10111;.320;.773;2.20;262;633;119;Text
8;6;48;.750;.500;.854;3.00;24;41;8;Text
8;14;112;1750;.455;1.00;1.96;51;112;26;Text
8;24;192;3000;.339;.917;1.81;65;176;36;Text
9;116;1044;12889;.339;.880;1.86;354;919;190;Text
